ID_REF;a;b;c;d;e;f;g;h;i
ILMN_1343291;15.2042;15.0732;15.604;15.3676;15.604;15.604;15.604;15.604;15.604
ILMN_1343295;13.561;13.3186;12.9737;13.4277;13.2219;12.7885;13.4693;13.2254;13.3673
ILMN_1651199;6.95504;6.88771;7.07067;6.73014;6.68752;6.86278;6.81511;6.98146;6.86353
ILMN_1651209;6.81545;6.89826;7.08555;6.94685;7.19418;7.03697;6.86741;6.80511;6.90201
ILMN_1651210;6.69485;6.7454;6.81454;6.78991;7.00521;6.87798;6.9141;6.88072;6.98851
ILMN_1651221;7.1835;6.87174;6.94825;7.04858;6.95456;6.78033;6.97396;6.78014;6.898
ILMN_1651228;12.9259;12.9907;11.5246;12.8465;10.6354;12.8806;13.3078;13.3834;13.2512
ILMN_1651229;7.74553;7.7333;7.65859;7.74466;7.41274;7.68994;7.81009;7.50642;7.861
ILMN_1651230;6.95359;6.72047;6.85714;6.87837;7.03807;6.93699;6.98899;6.72173;6.80132
ILMN_1651232;6.97488;7.22312;7.60158;7.16225;7.18674;7.68827;7.1635;7.13234;7.18219
ILMN_1651235;7.03923;6.8727;6.8595;6.82137;6.88398;6.87416;6.92741;6.86847;6.94801
ILMN_1651236;7.02722;6.82452;6.9362;7.01062;7.02349;6.96062;7.0296;7.09498;6.91021
ILMN_1651237;10.5251;9.73389;9.08665;10.4207;10.0251;8.80833;10.5989;9.86422;8.65509
ILMN_1651238;6.86857;6.78089;6.9651;7.09923;6.86089;6.75762;7.01433;6.91158;7.03964
ILMN_1651249;6.79332;6.8888;6.79254;6.93956;6.99076;6.88535;6.83387;6.88187;6.75445
ILMN_1651253;7.90018;7.27797;7.04396;7.78128;6.85608;7.0463;8.06949;7.22547;7.2081
ILMN_1651254;10.5369;10.57;11.0129;11.0597;10.946;11.2598;10.9896;10.3934;11.4545
ILMN_1651259;7.1913;7.09172;7.03387;7.35002;6.72289;7.0515;6.98494;7.09634;7.0003
ILMN_1651260;6.91267;6.68922;6.76267;6.64353;6.80238;6.71662;6.90755;6.86008;6.88185
ILMN_1651262;13.7806;13.7644;13.0741;13.6739;14.3734;12.9687;13.6128;13.6581;13.0866
ILMN_1651268;7.4022;7.26809;7.02233;7.27597;7.00963;7.24566;7.15341;7.46245;7.11182
ILMN_1651278;8.87224;8.71233;8.17352;8.88033;8.88928;8.52638;8.77186;9.46801;8.53132
ILMN_1651279;7.14952;6.93182;6.99976;7.20657;7.0662;7.09068;7.07614;7.06317;7.17782
ILMN_1651281;6.74246;6.7238;6.79793;6.77424;6.85074;6.90209;6.62194;6.65712;6.75642
ILMN_1651282;7.36845;7.18872;7.01549;7.29557;7.19167;7.21579;7.3957;7.2279;7.2548
ILMN_1651285;7.27884;7.19198;7.01233;7.3929;6.92331;7.13516;7.28692;7.1588;7.05052
ILMN_1651286;7.12508;7.20914;6.94275;7.05092;7.11185;6.98191;6.93102;6.94591;7.00168
ILMN_1651288;6.79948;7.00913;6.94581;7.12734;6.99721;6.98997;6.94076;7.04024;6.99025
ILMN_1651292;6.98789;6.86778;6.82625;6.96137;6.87573;6.95658;7.06161;6.90329;6.96556
ILMN_1651296;8.08787;7.97092;7.84563;7.83902;7.65901;7.68091;8.16447;7.64978;7.91345
ILMN_1651303;6.99444;6.85077;6.95849;6.99564;6.72942;6.81766;6.89338;6.91541;6.8845
ILMN_1651309;6.94788;7.00481;6.94154;6.8312;6.86774;6.69258;6.78656;7.00189;6.75499
ILMN_1651310;6.73237;6.89042;6.88302;6.81611;6.78442;6.85209;6.95503;6.77342;6.96446
ILMN_1651315;9.71212;10.1222;10.2094;10.0177;10.6168;10.2646;9.96833;10.3454;10.0917
ILMN_1651316;7.19964;6.96167;7.13265;7.03149;7.02921;7.10022;6.97555;7.04964;6.88202
ILMN_1651325;6.75396;6.73234;6.88457;6.78643;6.8842;6.80286;6.79793;6.83962;6.76785
ILMN_1651328;7.37762;7.52923;7.29782;7.5482;7.60275;7.44273;7.89405;7.5825;7.79682
ILMN_1651329;7.05444;6.7707;6.89961;7.03809;6.9257;6.83886;6.97668;6.8002;7.08321
ILMN_1651330;6.82117;6.97943;6.86156;6.98692;6.7741;6.80246;6.88077;6.81637;6.70305
ILMN_1651336;7.80814;8.16236;7.86479;8.0483;7.73132;7.6539;7.6298;7.56241;7.74849
ILMN_1651339;7.05386;7.00873;6.94373;7.24278;7.17787;6.97085;6.99727;7.07315;7.09174
ILMN_1651341;7.46689;7.50006;7.29384;7.37668;7.16828;7.37658;7.42064;7.44645;7.18968
ILMN_1651343;7.03201;6.85284;8.14098;6.89122;6.86367;7.90937;6.89274;6.96581;7.33563
ILMN_1651346;7.47104;7.62922;8.41073;7.40032;7.87705;7.83884;7.42266;7.35275;7.70533
ILMN_1651347;8.78985;10.1668;11.4921;9.18103;10.4081;10.8013;8.84873;10.0675;10.9909
ILMN_1651351;6.84528;6.78729;6.86697;6.93867;6.95216;6.91408;6.79372;6.94234;6.855
ILMN_1651354;12.06;10.7115;8.65987;11.5836;9.57162;9.31523;11.5596;10.0227;8.9357
ILMN_1651358;6.8769;7.03406;7.38469;6.68592;6.97575;6.98142;6.84168;7.13495;7.15845
ILMN_1651364;7.7676;7.58396;7.95386;7.75631;7.86155;8.01604;7.98565;7.74405;7.74794
ILMN_1651365;6.76762;6.82865;6.99475;6.90761;6.7058;6.95068;6.84446;6.89957;6.67918
ILMN_1651369;6.76267;6.94963;6.88214;7.05445;6.97769;6.94129;6.97833;7.09107;6.9446
ILMN_1651370;6.80819;6.81981;6.87425;6.87541;6.8959;6.81395;6.89645;6.78347;6.8843
ILMN_1651373;7.11231;6.89203;6.81922;7.01332;6.97664;6.85251;6.94124;6.73386;6.90072
ILMN_1651378;8.42225;8.53564;8.14371;8.49049;8.07094;8.14486;8.59645;8.42062;8.62601
ILMN_1651380;6.86281;6.79431;7.10964;6.83151;6.98966;6.9627;6.94511;6.79275;6.82215
ILMN_1651385;9.27138;8.96182;9.23025;9.13359;9.11003;9.62064;9.04518;8.61413;9.72265
ILMN_1651388;6.76115;6.81329;6.94646;6.8932;7.0519;6.8593;6.98892;6.92923;6.81124
ILMN_1651395;6.88084;6.87595;6.93912;6.94459;6.78961;6.98594;6.70005;6.89904;6.88566
ILMN_1651396;6.794;6.80864;6.94603;6.79911;6.86948;6.82432;6.95459;6.80508;6.86524
ILMN_1651403;6.98125;7.06612;6.92901;7.0389;7.106;6.96284;6.98093;6.8689;6.8688
ILMN_1651404;6.76288;6.78612;7.15212;6.88597;6.90402;6.90675;6.81179;6.74542;6.80893
ILMN_1651405;10.7822;10.7426;10.4991;10.6802;11.4911;10.4011;10.5621;11.0438;10.7151
ILMN_1651408;6.98219;6.99026;6.93567;7.0045;6.8926;6.98589;6.94389;7.02506;6.9402
ILMN_1651415;6.99438;7.06961;7.02675;7.01395;6.79845;7.02736;6.93697;7.07099;7.13953
ILMN_1651428;6.82603;6.77657;6.84441;6.94592;6.80733;6.8552;6.95733;6.78651;6.91069
ILMN_1651429;7.91277;7.84754;9.24785;7.71155;7.59334;8.74191;7.62154;7.75552;8.00259
ILMN_1651430;6.92817;6.98845;7.0237;7.04865;6.73251;7.00145;6.89046;6.99035;6.82938
ILMN_1651433;9.01367;8.65076;8.97622;9.04518;9.57304;8.88803;8.93019;9.04404;8.37484
ILMN_1651435;6.83945;6.83919;6.88871;6.79433;7.09634;6.91125;6.88071;6.83407;7.06977
ILMN_1651437;6.98605;7.07973;6.93773;7.01934;7.04465;7.02694;7.12828;6.89251;7.04504
ILMN_1651438;7.89453;8.24006;8.63107;7.93725;8.31932;8.11209;7.86719;7.88023;8.59104
ILMN_1651447;7.00241;6.92592;6.8309;6.9048;6.98383;6.7856;6.95282;6.73972;6.74613
ILMN_1651453;6.93513;6.9244;7.03827;7.12399;6.99079;6.88615;6.91232;6.91648;6.92291
ILMN_1651456;6.85082;6.86057;7.05677;6.86135;6.89785;6.88993;6.85823;6.90367;6.80559
ILMN_1651457;6.76664;6.85084;6.82887;6.69449;7.05717;6.68997;6.9807;6.85661;6.8874
ILMN_1651464;6.99814;7.19326;7.00528;6.97736;7.20318;7.06073;6.97939;6.90664;7.00124
ILMN_1651466;6.88734;6.69373;6.73653;6.9128;6.82236;6.76893;6.84505;6.90505;6.89989
ILMN_1651470;6.92908;6.82643;6.99462;6.86414;6.84312;6.82224;6.86489;6.91214;6.77781
ILMN_1651477;7.02377;6.86288;6.87099;6.86546;6.88055;6.88336;6.8447;6.74436;7.00017
ILMN_1651486;7.06508;7.30022;6.92878;7.20652;7.42631;7.31995;7.24197;7.45531;7.24346
ILMN_1651488;7.06114;6.81747;7.02869;7.05339;6.91091;6.96136;7.09948;6.88507;7.02563
ILMN_1651490;7.15938;9.73671;6.98468;7.17861;9.44173;7.01689;7.14634;8.80909;6.87738
ILMN_1651492;7.38058;7.3929;6.97151;7.10602;7.08979;7.2509;7.41563;7.27078;7.24787
ILMN_1651495;6.81534;7.00941;6.82679;6.8939;6.91743;6.87974;6.97814;6.98485;6.87562
ILMN_1651496;9.12449;9.20469;9.37371;9.40005;8.24717;8.62191;9.24257;8.67899;8.90978
ILMN_1651498;8.20592;8.37484;9.08388;8.52128;8.5376;9.65435;7.56269;8.67082;9.91206
ILMN_1651499;7.18148;7.38219;6.95957;7.38566;7.11092;7.20765;7.44719;7.5435;7.50316
ILMN_1651501;6.93126;7.16821;7.07403;7.04283;7.03752;7.00666;7.15314;7.08166;7.04167
ILMN_1651504;8.28639;8.52846;8.27758;8.58966;8.33895;8.17171;8.61278;8.18638;8.46698
ILMN_1651506;8.83463;8.71422;8.40226;8.98977;8.93826;8.19958;8.91438;8.73134;8.1556
ILMN_1651507;6.94016;6.96463;7.13424;7.12373;7.01328;7.15723;6.94097;7.19819;6.97863
ILMN_1651508;7.00553;6.99561;7.177;6.96478;6.8384;6.87774;6.95814;6.83296;6.90701
ILMN_1651513;10.3746;10.3204;9.60697;10.3032;10.0232;9.79847;10.3077;10.4214;9.96252
ILMN_1651520;6.83405;6.82144;6.8029;6.98442;6.97864;6.9222;6.78052;6.72416;6.87823
ILMN_1651532;6.86879;6.74542;6.88199;6.97848;6.93828;6.87656;6.7584;6.77162;6.84054
ILMN_1651535;6.77997;6.76555;6.9879;6.90193;6.90097;6.90603;6.8501;6.89891;6.7614
ILMN_1651536;6.92439;6.85563;7.00645;6.90672;6.87284;6.76258;6.74271;6.69017;7.01446
ILMN_1651538;7.01636;7.04583;6.8915;7.14446;6.96843;7.27817;7.12634;7.02385;6.94294
ILMN_1651543;6.9852;6.84664;6.86359;6.91668;7.10493;6.93146;6.69772;6.93197;6.81703
ILMN_1651544;7.31247;7.54515;7.61703;7.62391;7.56485;7.82626;7.17065;7.67819;7.49795
ILMN_1651547;6.78274;6.99044;7.63195;6.81414;7.40552;7.17013;6.8859;6.97763;6.98062
ILMN_1651554;7.07804;7.67432;10.0019;6.89654;9.39207;9.59417;6.89666;7.87816;9.27208
ILMN_1651557;9.0088;9.15834;9.57935;8.77654;9.10272;9.93115;8.99268;9.4956;9.53298
ILMN_1651563;6.87747;6.85376;6.797;7.0799;7.22114;6.84568;6.8912;6.95715;6.91177
ILMN_1651565;6.88608;6.93658;6.92939;6.92735;7.0915;6.92022;6.91046;6.91867;6.85479
ILMN_1651567;6.91707;6.95886;6.82416;7.04893;6.78616;6.90582;6.96562;7.07645;6.84252
ILMN_1651568;6.85461;7.03852;6.73951;6.81298;6.94789;6.90123;6.8609;6.84612;6.81889
ILMN_1651569;7.10911;7.27296;7.06343;7.20731;6.91362;7.18674;7.07937;7.09332;7.11042
ILMN_1651574;6.96162;6.9383;6.72461;7.0079;6.84174;7.05724;7.16835;6.9394;6.9006
ILMN_1651576;6.90481;6.88912;6.77838;6.82926;7.03387;6.82632;6.86545;6.80143;6.84066
ILMN_1651582;6.97051;7.05128;6.88066;7.03991;7.28508;6.84923;6.92654;6.85813;6.88971
ILMN_1651584;6.89965;6.89414;6.87907;6.99475;6.93876;6.96696;6.98056;7.00226;6.94289
ILMN_1651597;6.78311;6.81173;6.99142;6.82817;6.94606;6.66616;6.90241;6.76686;6.64396
ILMN_1651599;6.82936;7.02892;6.71055;6.92112;6.77192;6.75412;6.90553;6.87713;6.7589
ILMN_1651604;6.84097;7.14579;7.01912;7.03842;6.78588;6.98886;6.88316;7.11565;7.05487
ILMN_1651606;6.93755;7.13177;7.06909;6.99891;7.29053;7.07279;6.81486;7.10454;7.06974
ILMN_1651608;6.80187;6.7681;6.87509;6.91789;7.00208;6.81651;6.75095;6.76011;6.9561
ILMN_1651609;6.9153;6.81701;6.8883;6.90417;6.90515;7.03351;7.04718;6.85207;6.72778
ILMN_1651610;9.16754;9.42272;7.83221;9.09531;8.65364;7.84404;8.74323;9.54918;8.66138
ILMN_1651617;7.16461;6.93094;6.82474;7.08019;6.99151;6.9797;7.42199;7.54669;7.18929
ILMN_1651624;6.89985;6.83657;6.82123;6.90704;7.00737;6.89257;6.91682;6.88745;6.96199
ILMN_1651628;7.99418;7.86498;7.92905;7.9293;7.90832;8.17814;7.96443;8.17078;8.14486
ILMN_1651636;7.09343;6.96618;7.07539;7.07836;6.96354;7.08182;7.0231;6.87969;6.9195
ILMN_1651637;7.19477;6.9958;6.76469;7.0408;7.12109;7.09356;6.8319;7.16911;6.96283
ILMN_1651641;6.899;6.95346;6.83572;6.79622;6.91058;6.7747;6.88483;6.84723;6.9999
ILMN_1651642;9.02825;8.72662;8.14604;8.83742;8.27126;8.47758;9.02932;8.84754;8.79211
ILMN_1651643;6.84178;6.84767;6.99956;7.01373;6.84797;6.91024;6.94541;6.83656;6.95039
ILMN_1651652;7.02106;6.92228;6.96731;7.20007;7.02561;7.13467;6.96563;6.99329;6.93017
ILMN_1651656;6.97346;6.92577;6.97978;6.95457;6.82459;6.94773;6.96079;6.94101;6.90492
ILMN_1651657;7.05091;7.06794;7.03066;6.99796;7.05509;7.04233;6.99377;7.03172;7.02828
ILMN_1651660;6.65255;6.77338;6.866;7.00623;6.87913;6.84126;6.83841;6.76373;6.92742
ILMN_1651662;6.96886;6.7941;6.91997;6.9426;7.07072;6.84737;6.85744;6.95037;6.95406
ILMN_1651664;6.90949;6.79619;6.61835;6.95934;6.8112;6.99261;6.94669;6.9456;6.97268
ILMN_1651672;6.9785;6.98941;6.845;6.87155;6.93071;6.93269;7.02811;6.95473;6.99564
ILMN_1651680;15.454;15.3412;15.2237;15.0926;15.4208;15.1543;15.3676;15.0926;15.125
ILMN_1651681;6.79194;6.88113;7.12571;6.8052;6.91305;6.86549;6.89016;6.94183;6.85403
ILMN_1651684;8.58386;8.36419;8.05541;8.59912;8.33604;8.08225;8.36773;8.14371;8.24883
ILMN_1651685;7.18833;7.04599;7.12433;6.99663;6.92958;7.1001;7.16285;7.02934;7.07856
ILMN_1651690;7.11964;7.07709;7.15205;6.94804;7.00751;6.91934;7.06712;6.86659;7.03284
ILMN_1651692;7.26959;7.29162;7.4838;7.25666;7.169;7.21703;7.43187;7.18681;7.07777
ILMN_1651693;7.09905;6.99033;6.8414;6.85841;6.88216;7.08304;6.90356;6.85708;6.95969
ILMN_1651699;7.022;7.34432;7.64807;7.33185;7.48713;7.94763;7.57804;7.38521;7.71339
ILMN_1651705;7.70226;7.9464;7.9553;7.63425;8.02321;7.84627;7.75842;7.91835;8.0225
ILMN_1651708;6.9087;6.92407;6.95749;6.86073;6.94034;6.82684;6.90875;6.81691;6.86606
ILMN_1651710;6.74573;6.8545;6.81741;7.04146;6.78268;6.84983;7.00104;7.00917;6.77079
ILMN_1651711;7.08454;6.79909;6.75794;6.74761;6.93677;6.86734;6.89587;6.80376;6.94237
ILMN_1651712;7.40357;7.39342;7.61911;7.63279;7.24272;7.41982;7.44986;7.49917;7.27554
ILMN_1651715;7.08073;7.03453;7.11259;7.12069;6.91767;7.1656;7.16634;7.14984;7.13207
ILMN_1651717;6.7912;6.91731;7.30001;6.78297;6.85075;7.22652;7.03106;7.03966;7.21752
ILMN_1651719;9.05343;9.39979;10.1424;9.21286;9.91536;9.66116;9.25547;9.35198;9.45098
ILMN_1651727;6.95367;6.86485;6.96169;6.96805;6.92763;6.84108;6.94311;6.9964;6.79036
ILMN_1651735;9.04184;9.42792;9.29604;9.40623;10.1016;8.99986;9.44558;9.47672;9.13286
ILMN_1651737;7.03434;6.84515;6.76484;6.82944;6.91997;6.80617;6.95785;6.76101;6.89773
ILMN_1651741;7.16017;7.20816;6.87864;7.13831;7.06119;7.05837;7.00128;6.93287;7.14236
ILMN_1651745;7.04526;6.99629;7.11349;7.00079;6.95434;7.01318;6.98098;6.87849;7.12682
ILMN_1651752;6.98096;6.71553;7.04715;6.95752;7.01429;7.08756;6.87538;7.04347;6.9406
ILMN_1651758;7.1501;7.22519;6.67123;6.99735;6.78159;6.77647;7.09157;6.89985;6.85842
ILMN_1651760;6.91939;6.96149;6.90728;6.98497;6.88798;6.97878;6.96897;6.94017;6.93015
ILMN_1651763;6.9397;6.81717;7.14115;6.90796;6.86378;6.91867;6.72935;6.96292;6.85727
ILMN_1651767;7.44538;7.20171;7.72091;7.64031;7.36114;7.5886;7.51863;7.02369;7.36743
ILMN_1651769;7.44797;7.80691;8.5698;7.6866;8.10888;8.48147;7.58266;7.8097;8.42318
ILMN_1651771;6.80168;6.79313;6.96893;6.88682;6.86527;7.05659;6.96295;6.89965;7.02159
ILMN_1651776;8.84455;8.59127;9.08589;8.82297;8.49538;8.69526;8.7988;8.17751;8.50232
ILMN_1651787;7.10278;7.22356;7.07655;7.22249;7.14803;7.28508;7.09882;7.15557;7.10716
ILMN_1651788;7.85919;8.19589;7.61134;7.86216;7.89514;7.928;7.89755;8.14708;7.90937
ILMN_1651789;6.8132;6.71817;6.96511;6.95529;6.93058;6.68841;6.86469;6.68897;6.8468
ILMN_1651792;6.73558;6.83118;6.98911;6.80371;6.80055;6.8147;6.87924;6.8619;6.89488
ILMN_1651799;11.2598;11.3681;10.5882;11.4165;10.2737;11.1345;11.8865;11.6407;11.4719
ILMN_1651800;7.42794;7.236;7.35357;7.16082;6.88726;7.48612;7.14485;7.01381;7.53369
ILMN_1651806;6.9356;6.88092;6.73639;6.82473;6.64434;6.87281;6.86638;6.82665;6.9211
ILMN_1651811;6.83182;6.82076;6.94526;6.9079;6.94775;6.82296;7.12499;6.99806;6.93057
ILMN_1651817;6.97818;6.91643;7.24352;6.88475;6.97214;6.90316;6.85848;6.80044;6.92791
ILMN_1651819;8.88769;9.00017;8.86328;8.89926;8.93172;8.89733;8.8371;9.09328;9.08353
ILMN_1651826;12.7321;12.2876;12.8432;12.8657;11.6919;12.5592;12.8678;12.252;12.252
ILMN_1651828;10.1968;9.94246;8.12243;10.059;8.74639;9.25518;10.4345;10.5141;9.38254
ILMN_1651832;10.3351;10.3956;11.312;10.307;10.3776;11.2257;10.0721;9.79283;11.0448
ILMN_1651838;8.04026;7.22604;7.27614;7.95218;7.24987;7.20421;7.68804;7.04617;7.33276
ILMN_1651846;6.66354;6.82557;6.84337;6.56873;6.81437;6.76961;6.95692;6.82056;6.84591
ILMN_1651848;6.81693;7.06119;6.64966;6.93196;6.81136;6.75924;6.85686;6.74585;6.87374
ILMN_1651850;14.947;14.9001;14.5326;14.7631;14.4095;15.0148;14.9584;14.9697;15.0732
ILMN_1651865;7.04514;6.81419;6.97913;6.90923;6.8367;6.87765;7.04355;6.85691;6.98444
ILMN_1651872;8.79293;8.34744;7.56584;8.83463;7.59561;7.7933;8.62383;8.36343;8.07984
ILMN_1651878;7.16749;7.0079;6.94565;7.01849;6.89234;7.06165;7.09618;7.17527;6.86247
ILMN_1651886;11.2164;11.3199;11.4165;11.0628;11.4053;10.8855;10.8285;11.1487;10.8688
ILMN_1651899;13.9764;13.9052;13.2595;13.8801;12.8632;13.6267;13.9573;13.9327;13.7924
ILMN_1651900;6.92939;6.99063;6.77874;6.87036;6.93345;6.92594;6.81691;6.97876;6.80208
ILMN_1651902;7.18346;7.09751;7.48673;7.14415;6.9848;7.21652;7.08177;7.18067;7.06562
ILMN_1651903;6.95532;6.88466;7.05101;6.84122;7.0472;6.79942;6.98218;6.67252;6.85456
ILMN_1651905;7.01925;6.90168;7.0869;6.94088;6.85868;6.99558;6.74382;6.88605;7.00991
ILMN_1651913;6.83688;6.81486;6.91744;6.87749;6.73247;6.846;6.92973;6.78554;6.90436
ILMN_1651916;7.0706;6.98264;6.99909;7.00521;6.83247;7.06591;7.18878;7.00048;6.93764
ILMN_1651936;7.59426;8.09434;8.32216;7.59643;7.90105;8.05927;7.8097;7.98789;8.19052
ILMN_1651938;6.92767;6.90618;7.00131;6.89405;6.70191;6.87433;7.05259;6.90414;6.98073
ILMN_1651940;6.76474;6.91382;6.59385;6.79943;6.95467;6.83971;6.58789;7.00273;6.82902
ILMN_1651943;6.99553;6.97866;6.71999;7.02487;6.97589;6.75869;6.90305;7.15634;7.07356
ILMN_1651944;6.88023;6.83898;6.75489;6.91346;6.95495;6.98421;6.93649;6.88017;6.70067
ILMN_1651949;7.2044;7.52978;7.25783;7.28102;7.76634;7.48012;7.28938;7.43209;7.4094
ILMN_1651950;7.91931;8.67247;10.3569;8.09434;9.13688;10.1778;8.13462;8.66477;9.36936
ILMN_1651958;6.92781;6.98798;11.4818;7.23652;6.95098;11.1907;6.9036;7.13303;9.11082
ILMN_1651964;9.70588;9.58439;10.0968;9.97295;9.35399;9.97496;9.61707;9.37987;10.1068
ILMN_1651966;7.01533;7.14634;7.05995;7.28013;6.90767;7.13427;7.19433;6.97856;7.12873
ILMN_1651967;7.30358;7.14147;7.28699;7.39868;7.19951;7.30358;7.18319;7.1165;7.14378
ILMN_1651980;7.03263;7.12317;6.97782;7.07695;7.00107;6.87007;7.03131;7.03701;7.06804
ILMN_1651984;6.91489;6.82368;6.95848;6.78685;6.9314;6.84384;7.07223;6.96096;7.07616
ILMN_1651987;8.53461;9.94301;9.58923;8.59377;9.18799;9.57445;8.17123;10.1778;9.37077
ILMN_1652000;7.14409;7.37571;7.53954;7.3304;7.6419;7.41053;7.53927;7.17041;7.47766
ILMN_1652003;8.38087;8.52256;7.82285;8.25938;7.67839;8.75504;8.61307;8.92257;8.72068
ILMN_1652006;7.08579;7.17883;7.18418;7.03454;7.41791;7.02964;7.23743;7.11264;7.13858
ILMN_1652008;9.19876;9.1289;8.54405;9.06645;8.78534;8.66191;8.94675;8.78534;8.5503
ILMN_1652015;6.98509;6.9675;7.03593;6.85416;7.0661;7.06351;6.88502;7.0463;6.88506
ILMN_1652017;6.99425;7.04342;7.06583;6.83729;6.99828;7.10317;6.99198;7.04536;7.04663
ILMN_1652022;6.91637;6.77232;7.0919;6.95943;6.75999;6.88729;6.76051;6.82959;6.88212
ILMN_1652023;6.89799;6.94695;7.03719;6.82632;6.8059;6.95496;6.98068;6.66354;6.84004
ILMN_1652024;8.97866;9.00843;9.47705;9.17924;9.67537;9.15559;9.214;9.26056;8.85372
ILMN_1652037;6.9189;6.90317;6.95006;7.0058;6.86826;6.75166;6.73026;6.58997;6.70123
ILMN_1652056;6.96889;6.99005;6.93821;6.9991;6.98704;6.98379;7.00895;6.97016;7.10168
ILMN_1652065;6.87031;7.29474;7.06828;7.10763;7.31841;7.26717;6.91265;7.08792;7.33571
ILMN_1652066;7.06516;6.8761;6.80567;6.97873;6.71641;6.82455;6.82318;6.92781;6.92514
ILMN_1652072;6.68341;6.73176;6.6659;6.7884;6.6592;6.71187;6.67329;6.6896;6.94667
ILMN_1652073;13.1843;13.1619;12.0516;13.1951;11.347;12.9939;13.4879;13.4693;13.4614
ILMN_1652079;6.62954;6.88299;6.89542;6.84791;6.87417;6.85619;6.75348;6.77248;6.71462
ILMN_1652081;6.76536;6.72888;6.91675;6.86246;6.76821;6.97468;6.98507;6.87559;6.82045
ILMN_1652082;7.73984;7.95968;8.76358;7.63988;8.14349;8.44797;7.69869;7.88541;8.62383
ILMN_1652085;10.0067;10.4092;9.95816;9.94246;10.7806;9.89883;9.77978;10.1616;9.69006
ILMN_1652088;6.90224;6.94757;6.95982;6.85612;6.87709;6.77634;6.97993;6.88207;6.87459
ILMN_1652098;7.10144;6.71006;7.01279;6.91962;6.91879;6.83355;6.87117;6.86641;6.88536
ILMN_1652104;6.80099;6.78679;6.97848;6.90029;6.95056;6.76943;6.84741;6.91906;6.84975
ILMN_1652110;6.96819;6.93912;6.97126;7.07485;6.82523;6.91704;6.99429;7.03427;6.84211
ILMN_1652113;7.31155;7.08633;6.92944;7.14378;6.8014;7.10331;7.00757;6.98851;7.04031
ILMN_1652123;12.5463;12.7212;12.4135;12.5808;12.7268;12.6518;12.1981;12.5879;12.355
ILMN_1652128;9.46924;9.55761;9.62016;9.28584;9.7829;9.81689;9.37038;9.86785;9.86544
ILMN_1652132;6.86707;7.13366;6.80356;6.90141;6.77081;6.81687;7.01278;6.85745;6.8502
ILMN_1652137;6.84611;6.66423;6.87929;6.71468;7.02443;6.83018;6.75302;6.92533;6.8402
ILMN_1652144;6.84985;7.17348;6.95716;6.94914;6.92781;6.94605;6.98965;7.17986;7.13761
ILMN_1652147;7.43053;7.60009;7.89555;7.32775;7.78899;7.53999;7.52606;7.36656;7.72263
ILMN_1652151;6.88046;6.93361;6.90054;6.81678;6.84853;6.90847;6.9812;6.8902;6.95509
ILMN_1652155;7.62878;7.24491;7.22018;7.36635;7.6313;7.44334;7.31492;7.47664;7.1996
ILMN_1652160;7.38469;7.237;7.32886;7.10218;7.00922;7.603;7.47963;7.24496;7.32761
ILMN_1652161;7.35221;7.41802;7.27332;7.36534;6.97044;7.33956;7.38834;7.28177;7.42086
ILMN_1652163;8.17667;8.44565;8.91523;8.38787;8.50782;8.33416;8.42748;8.61918;8.45164
ILMN_1652164;7.05455;6.92117;7.04805;7.08053;6.89733;6.97167;6.97922;6.80912;6.92141
ILMN_1652166;6.85184;6.9184;6.84097;7.00453;6.86204;6.89877;7.11778;6.86711;6.98333
ILMN_1652170;6.94783;7.24119;7.00791;7.07682;6.89192;7.0521;7.1968;7.3558;7.1671
ILMN_1652171;6.741;6.88531;6.87087;7.06624;7.01867;7.04517;7.07513;6.87275;7.01203
ILMN_1652175;6.94003;6.72636;6.84451;6.85275;7.07155;6.93736;6.72701;6.95252;6.77555
ILMN_1652178;6.8382;6.82943;6.88215;7.04377;6.98469;7.01693;6.95582;6.91225;6.90992
ILMN_1652181;6.80734;6.89885;6.80198;6.81042;6.87814;6.92517;6.84197;7.11556;6.76734
ILMN_1652185;8.07185;8.09332;7.61568;7.77446;7.70206;7.52348;7.80749;8.01028;7.70937
ILMN_1652188;6.90674;6.99781;6.8355;6.99216;6.87821;6.98607;6.90985;6.77074;6.9482
ILMN_1652196;6.88336;6.69443;6.79629;6.73141;6.84606;6.8971;6.79244;6.94989;6.90682
ILMN_1652198;6.85786;6.76181;6.98788;6.85645;6.90209;6.98378;6.74979;6.79923;6.89889
ILMN_1652199;6.80138;6.86345;6.87523;7.21937;6.93221;7.20112;7.10618;6.87124;7.04581
ILMN_1652205;7.31916;7.02587;6.8089;7.11608;6.82918;6.90928;7.16979;6.96216;6.98274
ILMN_1652206;6.8384;6.89539;6.86036;6.98546;6.75079;6.84078;6.93686;6.73294;6.62775
ILMN_1652207;13.9104;13.6452;14.208;13.7023;13.5858;13.8677;13.8412;13.7288;13.9525
ILMN_1652209;7.0931;7.24566;6.83351;7.29728;7.03327;6.9306;7.48854;7.27648;7.09872
ILMN_1652215;8.21548;8.19688;7.73438;8.1568;7.68127;8.53108;8.26663;8.74528;8.47894
ILMN_1652218;6.97042;6.9156;6.81885;6.88855;6.8529;6.86213;6.93463;6.78507;6.95827
ILMN_1652219;7.08364;7.0029;6.75575;7.17827;6.70216;6.81508;6.95571;6.92528;6.79518
