ID_REF;a;b;c;d;e;f;g;h;i
ILMN_1653470;6.98327;7.10962;7.0552;6.89532;6.78534;7.06806;6.89536;6.88696;7.09033
ILMN_1653471;7.04489;6.96635;7.02985;6.79812;6.98342;7.02828;6.74039;7.14723;6.82852
ILMN_1653480;6.79453;6.81008;6.98588;6.92189;7.03989;6.6981;6.86364;6.90697;6.71093
ILMN_1653494;6.99641;7.12136;6.88692;6.94521;7.00106;7.03871;7.14707;6.93344;7.06513
ILMN_1653496;6.95207;7.17033;7.04492;7.06411;7.0698;6.93096;6.90965;6.97351;6.93868
ILMN_1653498;6.85504;6.73138;7.10716;7.00837;6.86944;6.84829;6.93994;6.91475;7.06899
ILMN_1653500;6.86854;6.74185;6.91033;6.82194;6.74882;6.76086;6.79713;6.97023;6.78097
ILMN_1653501;7.82379;7.71287;7.07012;7.69981;7.12263;7.69919;7.65187;7.66492;7.5011
ILMN_1653504;7.29971;7.30507;9.22635;7.23111;7.13034;9.0757;7.15061;7.39321;8.55561
ILMN_1653506;6.94476;6.8229;6.87183;6.86962;6.95386;6.8935;6.80423;6.64418;6.90522
ILMN_1653514;7.73631;7.73255;7.85524;7.69903;8.01071;7.54515;7.86845;7.86271;7.59518
ILMN_1653524;7.17375;7.13407;7.03445;7.09056;6.85109;7.04706;7.0323;7.15716;7.10324
ILMN_1653527;6.98722;6.98011;6.87487;6.75032;6.88517;6.82597;6.80852;6.93559;7.00854
ILMN_1653529;10.6105;10.3088;9.90306;10.4507;10.882;9.5956;10.5264;10.3984;9.42722
ILMN_1653553;8.0428;8.55633;7.85956;8.29878;7.47462;8.00846;7.97635;8.15325;8.03922
ILMN_1653562;7.17812;6.88607;6.94392;6.91858;6.86328;6.92504;7.03612;6.92407;6.84681
ILMN_1653566;6.94128;6.88201;7.15888;6.7222;6.77914;6.9022;6.72349;7.01038;6.87558
ILMN_1653567;6.94947;6.98549;6.94866;6.93993;6.91739;6.98075;6.85881;7.09755;6.8464
ILMN_1653572;7.02975;7.02978;6.84568;6.86628;6.91308;7.14058;6.91171;7.05715;7.01915
ILMN_1653573;6.85743;6.94565;7.21708;6.89263;6.70398;6.86615;6.93025;6.92807;6.92264
ILMN_1653575;7.12926;7.13969;7.005;7.17839;7.07223;6.97816;7.02589;6.88893;7.11987
ILMN_1653577;7.07832;6.88916;7.015;6.89508;6.96794;6.98164;6.88247;6.85852;6.88369
ILMN_1653578;6.91864;7.07614;7.03928;6.81634;6.87917;6.81097;7.07733;7.04113;6.98013
ILMN_1653579;6.97191;6.93428;6.92289;6.99103;6.85527;6.99754;6.7957;7.2466;7.01947
ILMN_1653583;6.67189;7.03495;6.78211;6.9269;6.81483;7.00105;6.74606;6.85501;6.75895
ILMN_1653591;6.98978;6.71457;6.70041;7.05316;6.88804;6.83436;6.90284;6.94959;6.90726
ILMN_1653599;11.1309;10.7493;11.0413;10.9842;10.0751;10.9301;10.8208;10.3669;10.9674
ILMN_1653601;7.33143;7.37279;7.45694;7.34644;7.59303;7.2387;7.45733;7.20886;7.34448
ILMN_1653603;6.734;6.82848;6.91913;7.03967;6.94811;6.8819;6.79135;6.95332;6.87969
ILMN_1653607;7.01243;6.90399;6.97261;6.9751;6.94546;6.92887;6.89148;7.03052;6.84815
ILMN_1653612;8.60116;8.95727;8.64448;8.61692;8.9308;8.42916;8.45232;8.59882;8.28951
ILMN_1653613;7.53839;7.75865;7.12653;7.52992;7.36681;7.29427;7.5999;7.29865;7.51561
ILMN_1653615;6.99935;6.69867;6.77151;7.04766;7.0457;6.76725;6.91982;7.08937;6.86441
ILMN_1653618;9.66625;9.44641;9.98814;9.60697;10.3903;9.69737;9.84929;9.78344;9.83542
ILMN_1653622;6.91748;6.95029;6.85457;6.99834;6.92903;6.86797;7.0831;6.93887;6.90782
ILMN_1653628;6.9771;6.83376;6.8939;6.86031;6.98968;6.91715;6.93998;6.92351;6.81531
ILMN_1653636;7.0278;6.90265;6.92453;6.65067;7.01104;6.80941;6.89172;6.85996;7.02177
ILMN_1653646;8.05286;7.571;7.67587;7.95295;7.84346;7.54042;7.86464;7.46877;7.64172
ILMN_1653648;7.67855;7.37675;7.35406;7.68608;7.59533;7.03358;7.53718;7.24863;7.12039
ILMN_1653650;7.10754;6.90364;7.12069;6.93324;6.96772;6.99161;6.82189;6.85163;6.98071
ILMN_1653652;6.8856;6.85846;6.69535;6.81575;6.81317;6.966;6.88236;6.67381;6.91828
ILMN_1653660;7.03871;6.79067;6.93427;6.97096;6.96602;7.02761;6.91693;7.08105;6.95551
ILMN_1653665;6.71742;7.09802;6.98496;6.98441;7.11718;7.17431;6.83772;6.82293;7.26513
ILMN_1653666;7.77821;7.07555;6.92854;7.42383;7.38932;7.05781;7.25582;7.46596;7.13157
ILMN_1653667;7.12751;7.1318;7.10638;7.00155;7.13713;7.13459;7.06386;6.96235;7.13555
ILMN_1653670;6.92812;6.86027;6.77602;6.85901;6.83515;7.10942;6.94745;6.94942;7.0804
ILMN_1653678;7.01762;7.12008;7.30871;6.88312;6.94292;7.11147;6.90979;6.91698;6.80855
ILMN_1653687;7.34855;7.11124;7.03496;7.16749;7.14746;7.15369;7.04332;6.94044;7.26351
ILMN_1653704;6.645;6.85825;6.76412;6.90435;6.96989;6.86568;6.90489;6.75585;7.03324
ILMN_1653708;9.41319;9.34653;9.21286;9.25588;9.36377;9.06273;9.16922;9.05616;9.02175
ILMN_1653709;9.10546;9.0855;8.38016;9.11341;7.96778;8.72068;8.96409;8.91404;9.23978
ILMN_1653711;8.91466;10.0232;10.9522;9.10683;10.1517;10.6755;8.94363;10.1212;10.6636
ILMN_1653712;7.23876;7.1845;7.43576;7.12097;7.10425;7.35513;7.23852;7.03948;7.99483
ILMN_1653716;6.91973;6.86183;6.81905;6.89581;6.89965;7.06001;6.93345;6.96996;7.08325
ILMN_1653718;7.96087;8.37323;8.62348;7.99392;8.06649;8.56513;7.97682;8.42318;8.50549
ILMN_1653719;6.93362;7.06083;6.84301;7.09586;6.8129;6.97906;6.76206;6.99233;7.03525
ILMN_1653724;6.93104;6.95796;6.90489;6.88773;6.81496;6.92505;6.87296;6.81327;7.01
ILMN_1653728;7.18397;7.25954;7.40346;7.23045;7.46075;7.04388;7.08968;7.20454;7.09759
ILMN_1653730;7.31366;7.21858;6.81664;7.27728;7.13395;7.13074;7.34448;7.0895;7.00916
ILMN_1653738;7.4177;7.50329;7.92881;7.40369;7.71124;7.29889;7.43327;7.12851;7.30507
ILMN_1653742;6.94008;6.94585;6.84657;7.18366;7.07865;6.95058;6.82499;6.93035;7.03807
ILMN_1653744;6.77382;6.87999;6.83398;6.715;6.70689;6.68142;6.92957;6.74035;6.97345
ILMN_1653745;7.04015;6.99774;6.95423;6.97616;7.00994;7.04198;6.90159;6.98596;6.86628
ILMN_1653748;6.89208;6.79605;6.78854;6.90001;6.81073;6.91536;6.88879;6.76226;6.78506
ILMN_1653750;7.3144;7.13744;6.98556;7.10457;7.06302;6.86192;7.23364;7.07001;6.84444
ILMN_1653760;7.00903;7.00544;6.62117;6.9225;6.93603;6.91855;6.94817;6.8183;6.94309
ILMN_1653761;9.02538;8.44532;8.3963;9.01367;9.20425;7.95295;8.36343;8.42086;8.40981
ILMN_1653762;6.81065;6.91851;6.9179;6.87932;6.96115;6.87436;6.92643;6.70141;6.97011
ILMN_1653766;6.83698;6.7928;6.75029;6.89743;6.78342;6.91398;6.90531;6.93569;6.74325
ILMN_1653768;6.94276;6.84758;6.93443;6.90742;6.83315;6.93033;7.089;6.84919;6.83822
ILMN_1653771;6.82969;6.97264;7.31541;6.78804;7.07096;7.42555;6.81883;7.02057;7.07358
ILMN_1653783;6.85692;7.0534;6.91246;6.90511;6.97185;6.78912;6.86471;6.71514;6.88545
ILMN_1653786;6.91076;6.79089;7.06572;7.0617;7.09845;6.88337;6.80612;6.84406;6.88447
ILMN_1653787;6.96772;6.93092;6.88789;6.95792;6.91834;6.8862;6.80086;6.89423;6.90952
ILMN_1653788;6.95484;6.88005;6.9507;6.76406;6.69473;6.78895;6.75335;6.741;6.86447
ILMN_1653793;7.8054;7.90736;7.85939;8.13232;8.21548;7.92413;7.94043;7.56709;7.71771
ILMN_1653794;12.0556;11.6699;11.0287;12.0218;9.75656;10.9896;12.1583;11.6804;11.6658
ILMN_1653797;10.2011;10.4044;10.2845;10.2737;10.6484;10.3603;10.6459;10.603;10.1941
ILMN_1653799;6.89939;7.00961;6.88915;6.97079;7.02865;6.89313;6.8622;6.90472;6.8579
ILMN_1653801;7.04135;7.04688;6.96186;6.79268;6.94669;7.09259;7.1637;6.92489;6.89341
ILMN_1653807;6.75128;6.88355;6.7394;6.79367;6.96345;6.80001;7.03601;6.96789;6.98239
ILMN_1653814;6.97951;6.97638;6.92292;6.90965;7.14937;6.91789;6.93803;6.97602;7.05273
ILMN_1653821;7.00815;6.73892;6.8935;6.94531;6.86819;6.89126;6.7861;7.01853;6.74415
ILMN_1653822;7.85682;7.83796;7.61159;7.74987;8.0089;7.45904;7.67587;8.1554;7.32502
ILMN_1653824;7.12396;7.12376;6.81648;7.36038;7.27879;6.89679;7.38661;7.09466;6.91835
ILMN_1653826;6.90148;6.82478;6.99891;6.88951;6.83371;6.80774;7.02117;7.04561;6.98857
ILMN_1653828;9.98334;9.93569;9.80067;10.0334;10.7851;9.47634;10.0082;9.90751;9.54451
ILMN_1653829;6.7658;6.83709;7.06152;6.97634;6.95835;6.91515;6.91879;6.94429;6.7405
ILMN_1653833;6.90319;7.02153;7.28309;7.10991;6.96635;6.92218;6.97675;6.97586;7.07862
ILMN_1653834;7.50708;7.38058;6.96123;7.15862;7.18464;6.91176;7.22604;7.09574;7.19276
ILMN_1653836;6.95538;7.17879;6.99832;7.08894;7.55724;7.04927;7.15293;7.04495;7.18493
ILMN_1653846;6.86742;6.92583;6.96421;6.96734;7.3055;6.91895;7.02003;6.84301;6.95959
ILMN_1653856;7.48649;8.55838;8.45475;7.6419;8.71624;8.13692;7.46458;8.07407;8.02545
ILMN_1653861;8.24103;8.59593;9.45875;8.46934;8.74925;10.1124;8.39798;8.72132;10.3459
ILMN_1653864;6.77662;6.94875;6.97215;6.86162;7.02985;6.8834;6.96787;6.94624;6.96535
ILMN_1653865;7.03767;6.91348;7.07054;6.8841;6.86001;7.17188;7.10518;7.05283;7.08376
ILMN_1653867;7.01134;7.03616;6.87312;7.08854;6.87252;6.90055;7.27327;6.8788;7.04137
ILMN_1653871;8.54356;8.49239;7.57337;8.59213;8.15256;8.02343;8.65921;8.56791;8.1469
ILMN_1653876;7.08204;7.03553;7.18188;7.20614;6.91028;7.14136;7.02719;7.25861;7.08409
ILMN_1653878;7.13404;6.90298;7.53443;7.19184;7.29553;7.56037;7.14312;6.90649;8.36605
ILMN_1653879;6.97888;6.85686;6.8564;6.73504;7.14634;6.98362;6.87749;7.03192;6.77452
ILMN_1653896;8.60955;8.34281;8.28862;8.50661;8.50614;7.93604;8.39504;8.03041;7.86356
ILMN_1653904;7.25865;7.09246;6.96089;7.03776;7.01249;7.13077;7.22224;6.98828;7.19942
ILMN_1653910;6.91136;6.73198;6.92603;6.89318;6.7757;6.88222;6.86429;6.91967;6.85484
ILMN_1653927;6.92033;6.76235;6.82037;6.92717;6.79691;6.7827;7.05012;6.75625;6.97543
ILMN_1653934;6.82822;6.79511;6.78674;6.70089;6.95641;6.84329;6.90797;6.88801;6.87132
ILMN_1653940;7.01507;6.86389;7.1844;7.06293;7.23488;7.09529;7.13789;7.20594;7.31334
ILMN_1653945;7.05799;6.91011;6.91238;6.98826;6.96524;6.99025;7.01729;6.89936;7.02582
ILMN_1653956;6.95139;7.21985;6.89666;7.03242;7.23448;7.03375;6.91439;7.00357;6.92305
ILMN_1653965;6.95123;7.12822;6.93384;7.06392;6.99001;6.91988;6.87834;6.94888;6.85739
ILMN_1653980;7.09718;7.09842;6.7815;7.06735;6.96653;6.98169;7.16059;7.07341;6.96782
ILMN_1653991;6.85138;6.78268;6.767;6.77937;6.90715;6.74386;6.85619;6.7058;6.82423
ILMN_1653995;6.58789;6.6718;6.7602;6.72061;6.95117;6.78389;6.89687;6.72621;6.95822
ILMN_1654001;9.41487;9.51829;8.29048;9.40062;8.85372;8.68936;9.27032;9.4238;8.71719
ILMN_1654010;6.98604;7.16403;7.34092;6.92116;7.43397;7.02701;7.12114;7.04176;7.08622
ILMN_1654013;7.39396;7.36607;7.5807;7.53406;6.97693;7.24366;7.3099;7.00835;7.22147
ILMN_1654016;12.7655;12.9022;12.9284;12.2091;12.3017;12.8299;12.5187;12.7406;12.4193
ILMN_1654031;6.82621;6.85448;6.9481;6.68229;6.78122;6.83186;6.85115;6.81989;6.81606
ILMN_1654032;7.52364;7.59412;7.57638;7.75478;7.34534;7.82015;7.58668;7.56345;7.65264
ILMN_1654043;6.824;7.05481;6.88783;6.83;6.78414;6.9201;6.97111;6.82621;6.96703
ILMN_1654049;7.19586;7.22852;7.52689;6.99985;6.96795;6.98873;7.08928;7.06566;7.05053
ILMN_1654056;6.86858;6.68786;6.82065;6.89843;6.78315;6.74485;6.91639;6.8112;6.89305
ILMN_1654060;8.28372;8.0274;7.86628;8.22858;7.88783;7.65522;8.27586;7.89776;7.54728
ILMN_1654063;7.03185;7.44092;6.95483;7.35081;7.06437;7.1272;7.36217;7.01746;6.99596
ILMN_1654064;7.48579;7.55051;8.11099;7.56402;7.96662;7.54898;7.54392;7.19591;7.21626
ILMN_1654065;6.87562;7.26618;6.84033;7.05509;7.8412;6.85429;6.92407;7.33255;7.12523
ILMN_1654068;8.3285;7.93659;7.0665;7.9688;7.32156;7.53158;8.06675;7.93062;7.31169
ILMN_1654072;7.48492;7.11446;7.04514;7.36656;7.09347;6.95221;7.378;7.22912;6.93969
ILMN_1654073;6.9131;7.01539;7.0369;7.01741;6.95737;6.87781;6.92188;6.9884;7.02471
ILMN_1654074;6.91046;6.90048;6.90766;6.88783;6.72927;7.11451;6.89112;7.04678;6.98256
ILMN_1654099;8.154;7.88745;7.3558;8.11209;8.32113;7.6856;8.44451;8.52306;7.83126
ILMN_1654108;6.83833;6.7099;6.8395;6.77202;6.80929;6.79499;7.12062;6.72714;6.77932
ILMN_1654109;7.1054;10.1511;11.2952;7.09424;11.3491;11.11;6.58173;10.2541;9.8984
ILMN_1654112;8.3816;7.45178;6.97958;8.16047;7.16327;6.79441;8.35698;7.59714;7.09529
ILMN_1654118;10.4111;10.1228;10.8703;10.306;11.0597;10.502;10.2618;10.3882;10.7571
ILMN_1654129;7.05118;6.7208;6.91387;6.80194;6.93285;7.01866;6.98145;6.90107;6.73944
ILMN_1654137;6.77546;6.91989;6.95144;6.84444;7.06197;6.99882;6.94568;6.93911;6.8218
ILMN_1654141;7.22468;7.29491;7.14949;7.2501;7.52236;7.241;7.29728;7.40627;7.28535
ILMN_1654151;13.0805;13.1871;12.9114;13.0302;12.2934;13.3186;13.025;13.2219;13.1871
ILMN_1654153;7.02758;6.98252;6.8477;6.88963;7.02981;6.95933;6.97048;6.9594;7.00792
ILMN_1654165;7.05218;6.91099;6.90658;6.89456;6.65949;7.10561;6.98416;7.04723;6.7744
ILMN_1654170;6.85277;7.05701;6.94417;7.17812;6.80462;7.00173;7.17846;6.97431;7.01132
ILMN_1654171;6.86693;6.69675;6.87536;6.71682;6.86483;6.72577;6.82492;6.90789;6.82748
ILMN_1654185;6.85273;6.88936;6.90954;6.89762;7.28465;6.96781;6.84703;6.89619;7.14561
ILMN_1654187;7.089;7.03023;7.0332;7.00512;7.12859;7.05203;6.99157;6.98093;7.06015
ILMN_1654195;6.81336;6.77787;6.91917;6.94579;6.69556;6.78029;6.91486;6.88407;6.8162
ILMN_1654200;7.11139;7.05317;7.25936;7.44367;7.40987;7.24999;7.18776;7.28815;7.208
ILMN_1654204;6.87581;6.81838;6.72694;6.75799;6.93452;6.7885;6.70829;6.83025;6.6808
ILMN_1654210;7.03045;7.14361;7.01253;6.86204;6.6994;6.9966;7.00539;7.09663;7.07549
ILMN_1654212;7.18414;7.15748;7.02291;7.07232;7.07403;7.36247;7.27435;7.2323;7.16229
ILMN_1654217;7.61642;7.44731;7.33072;7.74286;7.30656;7.33857;7.45453;7.15039;7.57393
ILMN_1654226;6.82152;6.93195;6.81771;6.88897;7.17886;6.93838;6.91123;6.84291;6.86104
ILMN_1654228;6.83817;6.83414;6.8814;6.70863;6.79509;6.9701;6.77818;6.70177;6.86587
ILMN_1654240;6.79027;6.89855;6.83584;6.93225;6.88617;6.88021;6.92487;6.81832;6.90539
ILMN_1654246;6.99584;6.96672;7.02044;7.03785;6.92742;6.92942;6.87241;7.15438;6.97688
ILMN_1654249;6.83815;6.88843;7.06659;6.78229;7.00033;6.83869;6.96708;6.92058;6.93759
ILMN_1654250;7.17207;7.14688;7.0348;7.34953;7.04901;6.98977;7.24209;7.09806;7.08083
ILMN_1654261;7.10087;6.72216;6.92472;6.8795;6.80041;6.90897;6.89018;6.99219;6.73812
ILMN_1654262;8.29239;8.50837;9.82147;8.65509;9.21185;9.85538;8.23431;8.20184;9.8332
ILMN_1654268;10.786;11.3578;10.3769;10.826;10.7784;10.6948;10.629;11.462;10.4913
ILMN_1654279;6.92333;6.72841;7.24372;6.79569;7.00732;6.9389;6.82683;6.82461;6.93259
ILMN_1654287;7.37589;7.01137;7.55509;7.12926;7.03761;7.43337;7.34702;6.8894;7.42708
ILMN_1654288;6.98918;6.79161;6.67787;6.863;7.14862;6.76555;6.99329;6.7465;6.8415
ILMN_1654289;9.0181;9.16274;9.34288;9.20352;8.92224;8.85249;9.19479;9.06645;8.98509
ILMN_1654313;6.86574;6.84101;7.27048;7.16525;7.26209;7.42502;6.97926;6.90999;7.0747
ILMN_1654317;6.93992;6.98201;6.98508;7.02389;6.9659;7.07302;7.00494;6.91614;6.98357
ILMN_1654318;7.35513;7.41211;7.13321;7.61989;7.40682;7.37419;7.45332;7.10353;7.24981
ILMN_1654319;7.78152;7.30828;7.4168;7.82934;7.32832;7.55483;7.95336;7.24084;7.96107
ILMN_1654320;9.79707;10.1256;9.32012;10.1595;9.27928;10.508;10.5826;10.5847;10.7949
ILMN_1654322;9.79116;9.30668;8.90164;9.81814;9.47974;9.4598;9.5374;9.31972;8.52773
ILMN_1654323;6.95434;7.05225;6.93272;7.00892;6.8519;6.89434;7.04689;6.83811;7.13492
ILMN_1654324;7.17033;7.59785;8.44593;7.15563;8.96736;8.00912;7.2005;8.03748;8.18096
ILMN_1654331;6.82132;6.9231;8.8483;6.91397;7.10431;8.3598;6.97098;7.01917;8.33702
ILMN_1654336;6.89258;7.06201;6.86397;6.8041;6.69081;6.86304;6.89134;6.8942;6.72924
ILMN_1654340;7.19088;7.0303;7.28102;7.15623;7.16575;7.27527;7.47523;7.32998;7.09498
ILMN_1654346;6.94275;6.81585;6.98435;6.81111;7.01858;7.03262;7.01922;6.78647;6.83937
ILMN_1654354;6.93959;6.78983;6.83554;7.03709;6.90396;6.85975;6.92468;7.11586;6.90022
ILMN_1654357;7.47171;7.66476;7.59399;7.48471;8.20321;7.55983;7.36406;8.08769;7.41389
ILMN_1654365;6.95738;7.02356;6.74722;6.79103;6.89377;6.96485;6.93947;6.98635;6.85715
ILMN_1654369;7.00905;6.87025;7.1744;6.91849;6.99707;6.87519;6.98809;6.77721;6.7855
ILMN_1654370;7.77613;7.74466;7.95685;7.80731;7.89887;7.52781;8.03645;7.62279;7.50439
ILMN_1654378;6.89654;6.92187;6.87439;7.05887;7.10509;7.05343;6.99402;6.9931;7.03693
ILMN_1654385;8.09222;7.808;7.79539;7.84797;8.26887;7.64273;7.886;7.81545;7.85634
ILMN_1654386;6.84333;6.88644;7.0698;6.63693;6.8611;6.93592;6.74045;6.9681;6.76526
ILMN_1654389;6.9098;6.92;7.12425;6.9084;6.87404;6.92959;7.024;6.97608;6.85937
ILMN_1654392;7.73313;8.07467;8.7768;7.65423;8.47176;8.61745;7.93541;8.24445;8.67194
ILMN_1654394;6.86508;6.74492;6.93343;7.02456;6.72517;6.90636;6.76602;6.77182;6.83713
ILMN_1654396;7.26951;7.30892;7.22628;7.25537;7.31995;7.3214;7.21122;7.37088;7.26018
ILMN_1654398;8.24526;8.97098;11.7267;8.24445;10.4165;11.2952;8.15154;9.4405;10.9426
ILMN_1654402;7.03162;6.91267;6.95163;7.05511;6.96723;7.00579;7.14664;6.95592;6.9274
ILMN_1654403;6.87159;7.1869;7.1872;7.03647;6.89632;7.11454;6.84558;7.28159;6.96584
ILMN_1654408;6.83431;6.98525;7.01493;6.92223;6.87101;6.82181;6.95173;6.89668;6.97206
ILMN_1654411;6.95393;7.07307;6.89157;7.00377;6.90744;6.89939;6.78724;7.05931;6.91026
ILMN_1654413;7.0032;6.79288;7.15597;6.85272;6.97925;6.83859;6.9378;6.94568;6.99869
ILMN_1654414;7.07388;7.08148;7.24939;7.17435;7.26119;7.2981;7.02823;7.15334;7.17661
ILMN_1654415;7.04552;6.85673;6.91192;6.99807;6.86663;6.74275;6.64042;6.89991;6.88213
ILMN_1654421;8.2216;8.51248;8.55477;8.09983;8.68637;8.1339;7.87779;8.5259;7.99763
ILMN_1654422;7.57084;7.53999;8.6121;7.6298;7.34068;9.01898;7.59143;7.69795;9.50764
ILMN_1654427;6.90744;6.82969;6.99922;6.76893;6.5236;6.71093;6.89821;6.86794;6.63668
ILMN_1654429;7.04474;6.95553;7.09152;7.07648;7.43434;7.09406;7.11827;7.28433;6.97654
ILMN_1654430;6.78456;6.86628;6.5236;7.06325;6.8583;6.81398;7.02959;6.78687;6.91947
ILMN_1654436;7.01499;6.82619;6.90794;6.82696;6.88944;6.97288;7.04572;6.96283;6.89755
ILMN_1654441;10.243;10.529;10.2652;10.2516;10.9875;10.0576;10.0158;10.445;9.45682
ILMN_1654445;9.69227;9.36486;8.70564;9.41249;8.01852;8.8911;9.65961;9.63598;9.22457
ILMN_1654452;7.00347;7.12479;7.01931;6.86612;7.07213;6.95558;7.0257;6.80477;7.00159
ILMN_1654457;7.15472;7.18505;6.80492;7.00524;6.77273;7.09297;6.99065;7.02281;7.11264
ILMN_1654458;6.99946;6.87498;6.88194;6.90067;7.09462;6.89075;7.0377;6.72568;7.04189
ILMN_1654459;6.68803;6.74412;6.9371;6.89263;6.84909;6.8073;6.76247;6.75578;6.83507
ILMN_1654466;7.04866;6.79093;7.15022;6.97889;6.84205;7.04528;6.88527;6.90902;6.88903
ILMN_1654468;7.08571;6.78751;6.81398;7.02399;6.98356;7.12748;6.85344;6.98205;6.99854
ILMN_1654473;6.94544;6.86151;6.98215;6.7345;7.00743;6.87304;6.81657;7.06829;6.87652
ILMN_1654474;6.87903;6.92476;7.18354;6.70067;7.03344;6.71125;6.92901;6.84702;6.88792
ILMN_1654479;6.85401;6.82211;6.90585;6.72199;6.85323;6.95886;6.9728;7.00935;6.76924
ILMN_1654488;8.65509;8.79539;9.04817;8.61307;9.05923;9.35279;9.09885;8.98278;9.25804
ILMN_1654493;8.08648;7.62112;6.99115;7.87187;7.13219;7.42257;8.00007;7.3667;7.35987
ILMN_1654496;6.9989;6.91453;6.95098;6.77973;6.95231;6.7882;6.89043;6.75535;6.91609
ILMN_1654497;8.82474;8.81173;9.41651;8.78304;9.24686;9.41872;8.88928;8.89496;9.45947
ILMN_1654504;6.78614;6.7513;6.93266;6.79565;6.87534;6.87182;6.88752;6.77905;6.89904
ILMN_1654516;7.61037;7.84064;7.62127;7.69835;7.14524;8.16765;7.39759;7.65454;8.27126
ILMN_1654518;7.84187;7.86845;8.49673;8.20571;7.66019;8.07728;8.17171;7.57469;8.35247
ILMN_1654522;7.02756;6.95159;7.05526;6.91706;6.95594;6.93057;7.07241;6.95876;6.84241
ILMN_1654526;6.76607;6.90088;6.81796;6.93004;6.72096;6.75543;6.57502;6.9522;6.8761
ILMN_1654534;6.86597;6.91959;6.88033;6.93011;6.84413;6.9991;6.87227;6.88063;6.78412
ILMN_1654540;6.89179;6.76569;6.98206;6.71593;6.92467;6.97761;7.04055;7.19852;6.94329
ILMN_1654541;7.85014;7.62465;8.63967;8.0289;7.71423;8.36392;7.95546;7.76067;8.43052
ILMN_1654542;9.03547;9.60412;9.86936;9.05037;9.79025;9.59148;8.97308;9.91681;9.6505
ILMN_1654543;11.6257;11.6171;11.7931;11.5;11.7964;11.3631;11.4761;11.5977;11.173
ILMN_1654545;9.89883;10.3037;10.38;10.0502;10.7317;10.3388;10.2383;10.1084;10.6776
ILMN_1654552;10.8703;10.5251;10.8794;10.7923;10.2761;10.3215;10.72;10.5026;10.6316
ILMN_1654560;6.99784;7.00472;7.05619;6.98938;7.02187;7.03438;6.84882;6.98057;6.93365
ILMN_1654563;7.13068;8.07984;8.13592;7.09632;7.9437;8.56178;7.06202;8.48982;8.40672
ILMN_1654566;7.30045;7.41728;7.60244;7.22868;7.34965;7.42664;7.28486;7.28924;7.36285
ILMN_1654570;6.92249;7.15192;7.07088;6.9007;6.82838;6.92215;6.99033;7.10083;6.94622
ILMN_1654571;7.59303;7.23815;6.95609;7.41154;6.75895;7.03607;7.54612;7.17981;6.94097
ILMN_1654583;10.3232;10.6514;9.37536;10.428;9.83949;9.77465;10.6615;10.5668;10.3989
ILMN_1654586;7.74757;7.42257;7.52578;7.49917;7.31742;7.71956;7.4361;7.43866;7.47293
ILMN_1654588;6.75401;6.90772;6.8475;6.69945;6.78649;6.67779;6.90145;6.83702;6.90942
ILMN_1654594;7.00802;6.93379;6.86447;6.9844;7.00553;6.99827;6.88643;6.87703;7.02555
ILMN_1654598;7.28153;7.14806;6.94661;7.17899;7.22327;7.11065;7.0512;7.14901;7.0437
ILMN_1654602;6.86557;7.10051;6.89653;7.06909;7.06843;7.13908;6.97152;7.1426;7.19654
ILMN_1654606;7.80594;7.04304;6.89153;7.98379;7.01672;7.03848;7.65423;7.11132;7.24313
ILMN_1654609;11.564;11.3065;11.2863;11.2587;10.5869;10.9397;11.2406;11.3451;11.4784
ILMN_1654612;10.2592;8.87136;8.06606;9.94951;8.62138;7.84284;9.83732;8.59428;7.99069
ILMN_1654613;7.12323;7.06602;6.89167;6.97657;6.8931;7.03324;6.86825;7.03211;7.07583
ILMN_1654626;6.82604;6.82875;6.91944;6.89311;7.02337;6.89115;6.83902;6.80585;6.95588
ILMN_1654629;7.81668;8.04988;8.86755;7.91533;8.07984;8.64448;7.97125;7.88403;8.47123
ILMN_1654630;7.20085;7.36122;7.31948;7.32156;7.02067;7.23478;7.36208;7.27717;7.36005
ILMN_1654632;7.20749;7.0194;6.98179;7.28389;7.16579;6.96574;7.27147;7.11458;7.004
ILMN_1654634;7.28784;7.02641;6.90434;7.13459;7.11903;7.01991;7.01312;7.11107;6.96498
ILMN_1654637;6.96364;6.70689;6.90658;6.93626;6.95532;7.00405;7.02736;7.00116;6.84876
ILMN_1654639;8.394;8.37862;8.43489;8.02271;7.73724;8.08063;8.36797;8.08648;8.09808
ILMN_1654641;6.77432;6.87289;7.19763;6.83051;6.80236;6.91365;6.84122;6.88666;7.08983
ILMN_1654653;9.98292;9.87785;9.8984;9.98459;10.179;9.65798;9.94246;9.67916;9.58876
ILMN_1654663;6.84363;6.94962;7.0051;6.75931;6.83741;6.87151;7.07119;7.06509;6.79986
ILMN_1654671;7.49675;7.49202;7.02965;7.58225;7.25233;7.24323;7.54462;7.16291;7.43388
ILMN_1654672;6.89301;6.78806;6.82306;6.88376;6.77683;6.8022;6.92774;6.86336;6.84196
ILMN_1654673;6.85613;7.09169;7.21863;6.90429;6.8627;6.8815;6.75474;6.91533;7.02999
ILMN_1654677;6.8998;6.70434;7.16645;6.75713;7.00273;6.95754;6.91663;6.83687;7.12923
ILMN_1654685;7.49465;7.04273;6.8956;7.45564;7.05887;6.95244;7.05652;6.94099;6.78363
